quick_name,quick_slug,quick_url,quick_address,quick_address_line1,quick_postal_code,quick_city,quick_phone,quick_latitude,quick_longitude,quick_halal_status,quick_halal_certifier,quick_halal_evidence,top_halal_restaurant_id,top_halal_legacy_wp_id,top_halal_name,top_halal_address_line1,top_halal_postal_code,top_halal_city,top_halal_phone,top_halal_latitude,top_halal_longitude,match_status,match_score,differences,proposed_actions,checked_at
"Quick Sartrouville",sartrouville,https://www.quick.fr/restaurants/sartrouville,"Av. Robert Schuman , AVENUE ROBERT SCHUMAN, 78500 SARTROUVILLE","Av. Robert Schuman  AVENUE ROBERT SCHUMAN",78500,SARTROUVILLE,,48.948632,2.197156,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Troyes Drive",troyes-drive,https://www.quick.fr/restaurants/troyes-drive,"111 AVENUE ROBERT SHUMANN, 10000 TROYES","111 AVENUE ROBERT SHUMANN",10000,TROYES,,48.305956,4.092872,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Troyes Barberey",troyes-barberey,https://www.quick.fr/restaurants/troyes-barberey,"RUE DE LA GARE, RN 19, 10600 BARBEREY-SAINT-SULPICE","RUE DE LA GARE RN 19",10600,BARBEREY-SAINT-SULPICE,,48.334171,4.02243,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Toul Dommartin A31",toul-dommartin-a31,https://www.quick.fr/restaurants/toul-dommartin-a31,"AIRE DE TOUL-DOMMARTIN, AUTOROUTE A31, 54200 CHAUDENEY-SUR-MOSELLE","AIRE DE TOUL-DOMMARTIN AUTOROUTE A31",54200,CHAUDENEY-SUR-MOSELLE,,48.661466,5.9082675,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Fleury-Mérogis",fleury-merogis,https://www.quick.fr/restaurants/fleury-merogis,"3 RUE DU CHÊNE À CHAMPAGNE, RN 445 LA GREFFIÈRE, 91700 FLEURY-MÉROGIS","3 RUE DU CHÊNE À CHAMPAGNE RN 445 LA GREFFIÈRE",91700,FLEURY-MÉROGIS,,48.642789,2.362805,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",2243,15702,"quick halal fleury mérogis","La Greffiere",91700,Fleury-Mérogis,"01 69 46 07 77",48.6427880,2.3628130,MATCH_UPDATE,100,address,UPDATE_ADDRESS,2026-09-07T19:21:59+02:00
"Quick Marseille la Valentine",marseille-la-valentine,https://www.quick.fr/restaurants/marseille-la-valentine,"CC la Valentine, Traverse de la Montre, 13011 Marseille","CC la Valentine Traverse de la Montre",13011,Marseille,,43.296062,5.476583,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Lampertheim Vendenheim",lampertheim-vendenheim,https://www.quick.fr/restaurants/lampertheim-vendenheim,"Route de Strasbourg, Zone commerciale de Vendenheim - Route de Strasbourg, 67450 Vendenheim","Route de Strasbourg Zone commerciale de Vendenheim - Route de Strasbourg",67450,Vendenheim,,48.657145388499,7.7213148328067,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Poitiers CV",poitiers-cv,https://www.quick.fr/restaurants/poitiers-cv,"35 PLACE MARÉCHAL LECLERC, 86000 POITIERS","35 PLACE MARÉCHAL LECLERC",86000,POITIERS,,46.579931,0.339811,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",5516,18989,"Le Maëstro","5 Rue Saint Nicolas",86000,Poitiers,,46.5795637,0.3397033,MISSING_TOP_HALAL,55,"name,address",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Nevers Marzy",nevers-marzy,https://www.quick.fr/restaurants/nevers-marzy,"CENTRE COMMERCIAL CARREFOUR, ROUTE DE FOURCHAMBAULT, 58180 MARZY","CENTRE COMMERCIAL CARREFOUR ROUTE DE FOURCHAMBAULT",58180,MARZY,,46.997514,3.10873,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Lab 999",lab-999,https://www.quick.fr/restaurants/lab-999,"45 Avenue Victor Hugo,, Parc des portes de Paris Bat264., 93300 AUBER LAB","45 Avenue Victor Hugo, Parc des portes de Paris Bat264.",93300,"AUBER LAB",,48.9030657,2.3665301,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Pontoise",pontoise,https://www.quick.fr/restaurants/pontoise,"29 CHAUSSEE JULES CESAR, 95300 PONTOISE","29 CHAUSSEE JULES CESAR",95300,PONTOISE,,49.04729,2.07912,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Trégueux St Brieuc",tregueux-st-brieuc,https://www.quick.fr/restaurants/tregueux-st-brieuc,"10 RUE CLAUDE SAUTET, 22950 TREGEUX","10 RUE CLAUDE SAUTET",22950,TREGEUX,,48.489707946777,-2.7582731246948,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Besançon Chateaufarine",besancon-chateaufarine,https://www.quick.fr/restaurants/besancon-chateaufarine,"2 RUE LOUIS ARAGON, 25000 BESANCON","2 RUE LOUIS ARAGON",25000,BESANCON,,47.21614074707,5.9438719749451,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Olivet",olivet,https://www.quick.fr/restaurants/olivet,"319 RUE DE CHAMPAGNE, 45160 OLIVET","319 RUE DE CHAMPAGNE",45160,OLIVET,,47.842918395996,1.919048666954,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Chartres",chartres,https://www.quick.fr/restaurants/chartres,"3 ILOT POLE ATLANTIS, 28000 CHARTRES","3 ILOT POLE ATLANTIS",28000,CHARTRES,,48.4369565,1.5221785,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Aire de Fabrègues",aire-de-fabregues,https://www.quick.fr/restaurants/aire-de-fabregues,"AIRE DE FABREGUES SUD AUTOROUTE A9, LE BOSQUET, 34690 FABREGUES","AIRE DE FABREGUES SUD AUTOROUTE A9 LE BOSQUET",34690,FABREGUES,,43.546592712402,3.7963120937347,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Nancy Houdemont",nancy-houdemont,https://www.quick.fr/restaurants/nancy-houdemont,"ALLEE DE LA GENELIERE, 54180 HOUDEMONT","ALLEE DE LA GENELIERE",54180,HOUDEMONT,,48.639381559102,6.1837521261075,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Brétigny-sur-Orge",bretigny-sur-orge,https://www.quick.fr/restaurants/bretigny-sur-orge,"1 rue Michèle Morgan, Promenades de Brétigny, 91220 BRETIGNY SUR ORGE","1 rue Michèle Morgan Promenades de Brétigny",91220,"BRETIGNY SUR ORGE",,48.580419382737,2.3021206966786,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Poitiers Sud",poitiers-sud,https://www.quick.fr/restaurants/poitiers-sud,"Parking Auchan, 252 avenue du 8 Mai 1945, 86000 POITIERS","Parking Auchan 252 avenue du 8 Mai 1945",86000,POITIERS,,46.548188,0.29857,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Liévin",lievin,https://www.quick.fr/restaurants/lievin,"ANGLE DE LA RUE DU MARECHAL LECLERC, ET 32 RUE FRANCOIS COURTIN, 62800 LIEVIN","ANGLE DE LA RUE DU MARECHAL LECLERC ET 32 RUE FRANCOIS COURTIN",62800,LIEVIN,,50.4232564,2.7769856,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",3129,16588,"Cappadoce Grill Kebab","19 Rue François Courtin",62800,Liévin,,50.4238342,2.7771046,MISSING_TOP_HALAL,55,"name,address",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Poitiers Drive",poitiers-drive,https://www.quick.fr/restaurants/poitiers-drive,"39 AVENUE JACQUES COEUR, 86000 POITIERS","39 AVENUE JACQUES COEUR",86000,POITIERS,,46.571502,0.369594,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Montbeliard",montbeliard,https://www.quick.fr/restaurants/montbeliard,"7 AVENUE CHABAUD LATOUR, AVENUE D'HELVÉTIE, 25200 MONTBELIARD","7 AVENUE CHABAUD LATOUR AVENUE D'HELVÉTIE",25200,MONTBELIARD,,47.509231,6.80989,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
